"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
7116,"BMW 3 Series 320d","Bangalore",2011,60000,"Diesel","Automatic","First",13.2,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7117,"Mercedes-Benz CLA 45 AMG","Kochi",2015,23742,"Petrol","Automatic","First",15.04,1991,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7118,"Honda City 1.5 S MT","Hyderabad",2010,60268,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7119,"Maruti Vitara Brezza ZDi","Hyderabad",2016,70746,"Diesel","Manual","First",24.3,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120,"Toyota Camry 2.5 G","Delhi",2014,61000,"Petrol","Automatic","First",12.98,2494,178.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7121,"Maruti Swift Vdi BSIII","Pune",2007,102000,"Diesel","Manual","First",17.8,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7122,"Hyundai Elantra SX AT","Bangalore",2016,25000,"Petrol","Automatic","Second",14.5,1797,147.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7123,"Renault Duster 85PS Diesel RxL Optional","Delhi",2013,64000,"Diesel","Manual","First",20.46,1461,83.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7124,"Audi Q5 2008-2012 3.0 TDI Quattro","Hyderabad",2010,78265,"Diesel","Automatic","First",12.19,2967,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7125,"Maruti Esteem Vxi - BSIII","Pune",2006,76560,"Petrol","Manual","Third",15.9,1298,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7126,"Jeep Compass 2.0 Longitude","Kolkata",2017,10000,"Diesel","Manual","First",17.1,1956,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7127,"Honda City 1.5 V AT","Mumbai",2010,52000,"Petrol","Automatic","First",16.8,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7128,"Tata Zest Quadrajet 1.3 75PS XE","Jaipur",2018,45000,"Diesel","Manual","First",22.95,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7129,"Maruti Baleno Zeta 1.2","Kochi",2018,29562,"Petrol","Manual","First",21.4,1197,83.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7130,"Maruti Swift Dzire VDI","Kolkata",2014,32000,"Diesel","Manual","First",26.59,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7131,"Volkswagen Polo 1.2 MPI Highline","Coimbatore",2016,22003,"Petrol","Manual","First",16.2,1199,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7132,"Mini Clubman Cooper S","Pune",2017,2890,"Petrol","Manual","First",13.8,1998,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7133,"Mitsubishi Pajero Sport 4X2 AT","Mumbai",2015,52000,"Diesel","Automatic","First",13.5,2477,175.56,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7134,"Honda City ZX EXi","Pune",2008,100000,"Petrol","Manual","Second",17.7,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7135,"Hyundai EON Era Plus","Jaipur",2013,60000,"Petrol","Manual","Second",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7136,"Chevrolet Spark 1.0 PS","Jaipur",2010,6512,"Petrol","Manual","First",16,995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7137,"Maruti Alto LXi","Kolkata",2008,39008,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7138,"Toyota Corolla Executive (HE)","Chennai",2003,136441,"Petrol","Manual","First",13.4,1794,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7139,"Hyundai i20 1.2 Sportz Option","Kolkata",2012,36200,"Petrol","Manual","First",17,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7140,"Hyundai Verna 1.4 CRDi","Kolkata",2015,32506,"Diesel","Manual","First",24.8,1396,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7141,"Chevrolet Enjoy 1.4 LTZ 8","Pune",2016,67000,"Petrol","Manual","First",13.7,1399,98.79,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7142,"Fiat Grande Punto 1.4 Emotion","Pune",2011,59800,"Petrol","Manual","Second",14.6,1368,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143,"Mahindra XUV500 W8 4WD","Coimbatore",2015,63008,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7144,"Maruti Vitara Brezza ZDi AMT","Coimbatore",2018,57804,"Diesel","Automatic","First",24.3,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7145,"Toyota Etios Liva G","Kolkata",2012,37212,"Petrol","Manual","First",18.3,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7146,"Hyundai Creta 1.6 CRDi SX","Jaipur",2015,65000,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7147,"Hyundai Santro Xing GLS","Coimbatore",2009,61259,"Petrol","Manual","First",17.92,1086,62.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7148,"Hyundai i20 1.4 Asta (AT)","Chennai",2010,50000,"Petrol","Automatic","Second",15,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7149,"Hyundai Elantra CRDi","Mumbai",2006,183513,"Diesel","Manual","Second",14.9,1991,112.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7150,"Mahindra XUV500 W10 2WD","Delhi",2015,66000,"Diesel","Manual","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7151,"Audi A6 2.0 TDI Design Edition","Kochi",2012,78979,"Diesel","Automatic","First",18.53,1968,187.74,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7152,"Tata Tiago 1.2 Revotron XZ WO Alloy","Bangalore",2016,30010,"Petrol","Manual","First",23.84,1199,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7153,"Mercedes-Benz A Class Edition 1","Kochi",2016,27508,"Diesel","Automatic","First",20,2143,107.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7154,"Hyundai Verna 1.6 SX VTVT (O) AT","Mumbai",2014,28000,"Petrol","Automatic","First",17.1,1591,121.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7155,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Mumbai",2014,45000,"Diesel","Automatic","First",19.27,2143,167.62,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7156,"BMW 7 Series 740i Sedan","Kochi",2013,86107,"Petrol","Automatic","First",8.45,2979,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7157,"Land Rover Range Rover 2.2L Pure","Hyderabad",2015,49000,"Diesel","Automatic","Second",12.7,2179,187.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7158,"Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",2018,32746,"Petrol","Automatic","First",13,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7159,"Volkswagen Vento 1.2 TSI Highline AT","Mumbai",2013,42758,"Petrol","Automatic","First",16.93,1197,103.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7160,"Mini Cooper Countryman D","Hyderabad",2013,50000,"Diesel","Automatic","First",23.8,1998,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7161,"Volvo S60 D4 KINETIC","Coimbatore",2016,90904,"Diesel","Automatic","First",9,1984,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7162,"Renault Pulse RxL","Kolkata",2012,52612,"Diesel","Manual","First",23.08,1461,63.12,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7163,"Honda Amaze SX i-VTEC","Kolkata",2015,40000,"Petrol","Manual","First",18,1198,86.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7164,"Toyota Camry 2.5 G","Delhi",2012,80724,"Petrol","Automatic","First",12.98,2494,178.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7165,"Maruti Alto LXi","Hyderabad",2009,62659,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166,"Skoda Superb Style 1.8 TSI AT","Kochi",2011,72734,"Petrol","Automatic","Second",14.67,1798,177.46,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7167,"Maruti Ertiga ZXI","Pune",2015,15000,"Petrol","Manual","First",17.5,1373,91.1,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7168,"Audi A4 2.0 TDI","Bangalore",2014,65475,"Diesel","Automatic","First",16.55,1968,147.51,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7169,"Maruti Ertiga VDI","Chennai",2012,71000,"Diesel","Manual","First",20.77,1248,88.76,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7170,"Mercedes-Benz New C-Class C 220 CDI Style","Bangalore",2016,16000,"Diesel","Automatic","First",19.27,2143,167.62,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7171,"Maruti Swift Dzire 1.2 Vxi BSIV","Delhi",2011,72329,"Petrol","Manual","First",17.5,1197,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7172,"Mercedes-Benz GLA Class 200 CDI SPORT","Coimbatore",2016,49398,"Diesel","Automatic","First",17.9,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,"Honda City i VTEC VX Option","Jaipur",2016,44147,"Petrol","Manual","First",17.8,1497,117.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7174,"Maruti Alto LXi BSII","Ahmedabad",2007,45000,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7175,"Toyota Fortuner 3.0 Diesel","Delhi",2011,75000,"Diesel","Manual","First",11.5,2982,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7176,"BMW 3 Series Luxury Line","Coimbatore",2017,22574,"Diesel","Automatic","First",21.76,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7177,"Hyundai Elite i20 Petrol Asta","Kochi",2016,26642,"Petrol","Manual","First",18.6,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7178,"Honda Amaze VX i-DTEC","Hyderabad",2013,81304,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Kolkata",2013,46000,"Diesel","Manual","First",15,1896,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7180,"Mercedes-Benz S Class 2005 2013 320 L","Hyderabad",2007,99000,"Petrol","Manual","First",13,2987,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7181,"Hyundai EON Era","Pune",2012,36317,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7182,"Maruti Zen Estilo LXI BSIII","Pune",2008,70000,"Petrol","Manual","First",18.2,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7183,"Hyundai Verna CRDi SX","Hyderabad",2009,137711,"Diesel","Manual","First",16.8,1493,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7184,"Hyundai Verna VTVT 1.6 AT SX Option","Mumbai",2018,18980,"Petrol","Automatic","First",17,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7185,"Hyundai i20 Asta Option 1.2","Mumbai",2015,31293,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7186,"Maruti Baleno Vxi - BSIII","Pune",2004,43000,"Petrol","Manual","Second",15.4,1590,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7187,"Honda Jazz 1.5 S i DTEC","Ahmedabad",2016,45000,"Diesel","Manual","First",27.3,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7188,"Volkswagen Vento Diesel Comfortline","Kolkata",2012,53000,"Diesel","Manual","First",20.54,1598,103.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7189,"Hyundai i10 Magna 1.1L","Pune",2011,30000,"Petrol","Manual","First",19.81,1086,68.05,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7190,"Jeep Compass 2.0 Sport","Delhi",2017,13000,"Diesel","Manual","First",17.1,1956,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7191,"Renault Duster 110PS Diesel RxZ","Delhi",2013,62000,"Diesel","Manual","First",19.01,1461,108.45,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7192,"Maruti Swift Dzire VXi","Chennai",2012,35161,"Petrol","Manual","First",17.5,1298,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7193,"Maruti Alto LXi","Jaipur",2006,75000,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7194,"Tata Nano XTA","Coimbatore",2016,53590,"Petrol","Automatic","First",21.9,624,37.48,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7195,"Hyundai i10 Era 1.1","Chennai",2008,71467,"Petrol","Manual","First",19.81,1086,68.05,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7196,"Maruti Alto XCITE","Kochi",2011,66287,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7197,"Ford Figo Diesel EXI","Jaipur",2012,85000,"Diesel","Manual","Second",20,1399,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7198,"Land Rover Discovery 4 TDV6 Auto Diesel","Hyderabad",2012,147202,"Diesel","Automatic","First",11.8,2993,241.6,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7199,"Honda City i DTec SV","Coimbatore",2016,72566,"Diesel","Manual","First",26,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7200,"Maruti Ritz LDi","Pune",2015,190000,"Diesel","Manual","First",23.2,1248,73.94,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7201,"Hyundai Grand i10 1.2 Kappa Sportz Option","Delhi",2017,25348,"Petrol","Manual","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7202,"Hyundai Grand i10 AT Asta","Delhi",2014,54000,"Petrol","Automatic","First",18.9,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7203,"Hyundai i20 Sportz Option 1.2","Bangalore",2015,33000,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7204,"BMW 5 Series 2003-2012 520d","Delhi",2011,58067,"Diesel","Automatic","First",18.48,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
